"Unidade";"Grupo Base";"Nome Grupo";"Fonte Recurso";"Recolhimento";"Data";"Situacao";"Guia";"Data Guia";"Valor";"Finalidade";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00001/2014";"03/01/2014";"210,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00002/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00003/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00004/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00005/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00006/2014";"03/01/2014";"280,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00007/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00008/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00009/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00010/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00011/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00012/2014";"03/01/2014";"280,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00013/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00014/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00015/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00016/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00017/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00018/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00019/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00020/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00021/2014";"03/01/2014";"560,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00022/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00023/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00024/2014";"03/01/2014";"262,50";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00025/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00026/2014";"03/01/2014";"175,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00027/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00028/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00029/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00030/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00031/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00032/2014";"03/01/2014";"560,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00033/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00034/2014";"03/01/2014";"210,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00035/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00036/2014";"03/01/2014";"270,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00037/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00038/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00039/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00040/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00041/2014";"03/01/2014";"280,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00042/2014";"03/01/2014";"450,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00043/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00044/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00045/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00046/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00047/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00048/2014";"03/01/2014";"262,50";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00049/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00050/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00051/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00052/2014";"03/01/2014";"350,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00053/2014";"03/01/2014";"700,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00054/2014";"03/01/2014";"1.050,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"00133481/2014";"27/01/2014";"Recolhido";"00055/2014";"03/01/2014";"245,00";"Curso de Especialização - Treinamento da Força: Da Saúde ao Alto Rendimento - 2013/2014";
